PARNAZ;PARNIDK;VYSNAZORI;VYSDRUKOD;DRUHODKOD;VYSBOD;VYSKBO;VYSPDL;VYSPDLBOD;VYSPDLKBO;VYSIDKPER;VYSNIDK;VYSWEBURL;DOKNAZPRI;CR_OBRKOD;RVVOBRSKUK;DUVHODPOP;VYSAUTGARJ;AUTSEZDOM;VYSNAVSEZ;VYRROZKODN;VYSROKUPLK
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;Mor·lnÌ rozmÏr dv dÌle K.Engliöe;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31130/07:00027142!RIV08-GA0-31130___;7BMxjhZk3x4RCxm6xR8IMgwSr+s=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F07%3A00027142!RIV08-GA0-31130___;EkonomickÈ znalosti pro trûnÌ praxi;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Dûb·nkov·, Zuzana;Dûb·nkov·, Zuzana;P(GA402/06/0275);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Mo¯e piva - mo¯e z·ûitk˘;J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31120/07:00027221!RIV08-MSM-31120___;YGeVr.wNHftbeEirV9TH!Qzdb00=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F07%3A00027221!RIV08-MSM-31120___;COT business;AK;1;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Valentov·, Jana;Valentov·, Jana;Z(MSM6138439909);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Mortality in Oldest Old Ages and Old-age Security System;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/07:00028076!RIV08-MSM-31140___;bEyjbftw6ocToMpNbvuH!R7hM9U=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F07%3A00028076!RIV08-MSM-31140___;Amse 2007;BB;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Koschin, Felix;Koschin, Felix;P(2D06026);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Mortgages and Capital Markets;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/07:00026853!RIV08-GA0-31110___;AAmhkyxuPiUf29FUZDCnUCo!paQ=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F07%3A00026853!RIV08-GA0-31110___;Nov· ekonomika a trvalo udrûateæn˝ rast - s˙Ëasnosù a bud˙cnosù perpektÌvnÈho v˝voja;AH;1;»l·nek ve sbornÌku m· mÈnÏ neû 2 strany;Radov·, Jarmila;Radov·, Jarmila;P(GA402/06/0700);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Most p¯es jedno stoletÌ (Pazourkovy ˙ËetnÌ listy);J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/07:00027099!RIV08-MSM-31110___;-3Zwp0azuZGqMWopRXMyrVRCbKk=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F07%3A00027099!RIV08-MSM-31110___;⁄ËetnictvÌ;AH;1;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Janhuba, Miloslav;Janhuba, Miloslav;Z(MSM6138439903);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Motivational Factors of Selected National Groups to Travel to the Czech Republic;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31120/07:00027217!RIV08-MSM-31120___;pMRC8UsfH6WWTyToDYkckJejyJ4=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F07%3A00027217!RIV08-MSM-31120___;The 2007 International Conference on Tourism;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Valentov·, Jana;Valentov·, Jana;Z(MSM6138439909);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;Motivations and personality characteristics of social entrepreneurs;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31130/07:00026123!RIV08-MSM-31130___;3rT77HNurLMA!ovFcNbYq6Pqspg=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F07%3A00026123!RIV08-MSM-31130___;10th European Congress of Psychology;AH;1;»l·nek ve sbornÌku m· mÈnÏ neû 2 strany;Lukeö, Martin;Lukeö, Martin;P(GA402/06/0686), R;0;2007
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Movement of Natural Persons under GATS and EU law: A Comparative Study;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31120/07:00027192!RIV08-MSM-31120___;9xQ8oxu1nVpIZReL-MkAphvmqXQ=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F07%3A00027192!RIV08-MSM-31120___;Global and Regional Governance - Europe and Beyond;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Joklov·, Kate¯ina;Joklov·, Kate¯ina;P(GA402/07/0521), Z(MSM6138439909);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Movement of Natural Persons within the GATS and EU Law: A Comparative Study;C;BC;40,00;43,20;0,07;2,90;3,13;RIV/61384399:31120/07:00030740!RIV09-GA0-31120___;FhRf2rIyodWu2QBjcp-1Iwo7GDc=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F07%3A00030740!RIV09-GA0-31120___;TeoretickÈ aspekty prierezov˝ch ekonomÌk IV;AH;1;"kniha v oborech II. kategorie (obory mimo NRRE) napsan· ve ""svÏtovÈm jazyce""";Joklov·, Kate¯ina;Joklov·, Kate¯ina;P(GA402/07/0521);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta n·rodohospod·¯sk·;orjk:31150;Moûnost realizace konceptu prostorovÈho pl·nov·nÌ v »eskÈ republice;J;Jrec;4,00;4,32;1,00;4,00;4,32;RIV/61384399:31150/07:00029063!RIV09-MMR-31150___;E7w4v6haZIZVk!J+nACMNFwMg+U=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31150%2F07%3A00029063!RIV09-MMR-31150___;Region·lnÌ studia;AH;1;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", II. kategorie (ostatnÌ obory)";Damborsk˝, Milan;Damborsk˝, Milan;P(WA-003-05-Z12);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Moûnost zajiötÏnÌ mÏnovÈho kurzu prost¯ednictvÌm deriv·tov˝ch kontrakt˘;J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/07:00025895!RIV08-MSM-31110___;3kI9xHm7+gMkPqgajK3PChiudHs=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F07%3A00025895!RIV08-MSM-31110___;⁄ËetnictvÌ v praxi;AH;1;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Strouhal, Ji¯Ì;Strouhal, Ji¯Ì;Z(MSM6138439903);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Moûnosti a meze ËeskÈ daÚovÈ politiky v obdobÌ po vstupu do EU a p¯ed vstupem do EurozÛny;J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/07:00028478!RIV08-GA0-31110___;eEFnrcKdRycinUm.FXpLXI.CzD0=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F07%3A00028478!RIV08-GA0-31110___;Acta VäFS;AH;1;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Kub·tov·, KvÏta;Kub·tov·, KvÏta;P(GA402/05/2644);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Moûnosti a v˝zvy p¯edsednickÈ role v RadÏ EU a EvropskÈ radÏ;J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31120/07:00028170!RIV08-MSM-31120___;6jqLtQhWWu7wjxjhpqJoAJ36EcI=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F07%3A00028170!RIV08-MSM-31120___;SouËasn· Evropa a »esk· republika;AH;1;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Jakö, Jaroslav;Jakö, Jaroslav;Z(MSM6138439909);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;Moûnosti aplikace teorie redistribuËnÌch systÈm˘ p¯i anal˝ze manaûerskÈho ¯ÌzenÌ;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31130/07:00028466!RIV10-MSM-31130___;nMy56qV6Q8Xo21!VrUyHTpx01Kg=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F07%3A00028466!RIV10-MSM-31130___;Lidsk˝ kapit·l a investice do vzdÏl·nÌ;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;ätÏdroÚ, BohumÌr;ätÏdroÚ, BohumÌr;V;0;2007
Vysok· ökola ekonomick· v Praze / Fakulta n·rodohospod·¯sk·;orjk:31150;Moûnosti ¯eöenÌ souËasn˝ch problÈm˘ systÈmu d˘chodovÈho pojiötÏnÌ;J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31150/07:00027886!RIV08-GA0-31150___;kkRiz+2vRBbv+3YLzjgD5IjHWEg=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31150%2F07%3A00027886!RIV08-GA0-31150___;Acta VäFS;AH;1;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Krebs, VojtÏch;"Krebs, VojtÏch; Pr˘öa, Ladislav";P(GA402/07/0165);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Moûn˝ p¯Ìstup ke zkoum·nÌ mysli;J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/07:00026702!RIV08-GA0-31140___;!e!R1JyUvPEuRsC3QFmMYgJEHZc=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F07%3A00026702!RIV08-GA0-31140___;Philosophica;AA;10;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Pstruûina, Karel;Pstruûina, Karel;P(GA401/05/0015);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Multicriteria Electronic Auctions;D;D;8,00;8,64;1,00;8,00;8,64;RIV/61384399:31140/07:00026813!RIV08-GA0-31140___;zJ6+hVyn!-0KmJGy642I.+mPIqo=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F07%3A00026813!RIV08-GA0-31140___;Mathematical Methods in Economics 2007;AH;1;Ël·nek ve sbornÌku evidovanÈm v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters (dohled·no podle ISBN);Fiala, Petr;"Fiala, Petr; Ko¯en·¯, V·clav";P(GA402/07/0166);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Multilateral trading system and decision making process within the WTO;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31120/07:00028298!RIV08-MSM-31120___;CjjI-MDdNUvZCpx2iDkvrMISGc4=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F07%3A00028298!RIV08-MSM-31120___;Effective Responses to Globalisation: EU and Beyond;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Steinmetzov·, Dana;Steinmetzov·, Dana;Z(MSM6138439909);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Multilateralism and New Regionalism: Changing Japans Approach in the Global Context;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31120/07:00026402!RIV08-MSM-31120___;Jgq5fcynjtpsQUKdnm0qqV48g0U=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F07%3A00026402!RIV08-MSM-31120___;Global and Regional Governance - Europe and Beyond;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;StuchlÌkov·, Zuzana;StuchlÌkov·, Zuzana;Z(MSM6138439909);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Multilateralism and New Regionalism: Governance of World Economy - International Investment Agreements;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31120/07:00026401!RIV08-MSM-31120___;NH3.SrV0.uFWRky+GYXrTtH!Rdw=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F07%3A00026401!RIV08-MSM-31120___;Global and Regional Governance - Europe and Beyond;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Steinmetzov·, Dana;Steinmetzov·, Dana;Z(MSM6138439909);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Multilateralism and New Regionalism: Impacts on Global Economic Governance;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31120/07:00026400!RIV08-MSM-31120___;savI4A83u74IcvqEGMmy+9Eb10Q=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F07%3A00026400!RIV08-MSM-31120___;Global and Regional Governance - Europe and Beyond;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Hn·t, Pavel;Hn·t, Pavel;Z(MSM6138439909);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Multi-level Governance of world economy: case of trade and investment agreements;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31120/07:00028265!RIV08-MSM-31120___;rBTHYT0dUI+STrYkWnA9-7m-Srs=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F07%3A00028265!RIV08-MSM-31120___;Globalisation Challenges and New Trends of Governance;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Steinmetzov·, Dana;"Steinmetzov·, Dana; Hn·t, Pavel";Z(MSM6138439909);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Multilingual on-line dictionary of statistical terms;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/07:00026435!RIV08-MSM-31140___;qYtCBDGMGcZDjdw-wByRGHVKIGM=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F07%3A00026435!RIV08-MSM-31140___;MSED na VäE;BB;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Lˆster, Tom·ö;Lˆster, Tom·ö;Z(MSM6138439910);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta managementu v Jind¯ichovÏ Hradci;orjk:31160;Multimodal Range Image Segmentation;C;BC;40,00;40,37;0,01;0,55;0,55;RIV/61384399:31160/07:00027052!RIV08-AV0-31160___;aWdYiGG68-mWI!-haktCbRb!AUk=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31160%2F07%3A00027052!RIV08-AV0-31160___;Vision Systems Segmentation & Pattern Recognition;BD;3;"kniha v oborech II. kategorie (obory mimo NRRE) napsan· ve ""svÏtovÈm jazyce""";Haindl, Michal;Haindl, Michal;P(1ET400750407), P(1M0572), P(2C06019), P(IAA2075302), R, Z(AV0Z10750506);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta managementu v Jind¯ichovÏ Hradci;orjk:31160;Multiple Classifier Systems;J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31160/07:00027068!RIV08-AV0-31160___;8LIUCFIK.x7xCmxJRBp-.W-6Ftw=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31160%2F07%3A00027068!RIV08-AV0-31160___;Lecture Notes in Computer Science;BD;3;»l·nek je jednostr·nkov˝.;Haindl, Michal;Haindl, Michal;P(2C06019), P(IAA2075302), R;0;2007
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Municipal Debt in the Czech Republic;C;BC;40,00;43,20;0,07;2,70;2,91;RIV/61384399:31110/07:00028138!RIV08-GA0-31110___;rsApk3Tet046dVQC7erxNvHIxIM=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F07%3A00028138!RIV08-GA0-31110___;Debt Management in Transition Countries: Experience and Perspectives;AH;1;"kniha v oborech II. kategorie (obory mimo NRRE) napsan· ve ""svÏtovÈm jazyce""";Sedmihradsk·, Lucie;Sedmihradsk·, Lucie;P(GA402/07/0823);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Municipalnye financy i bjudûetirovanie v »eöskoj Respublike;J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/07:00030012!RIV09-GA0-31110___;wL+cD5q52gQ3DcTpfK+L1bf5hJs=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F07%3A00030012!RIV09-GA0-31110___;Oböestvennye financy. Fiskalnaja decentralizacija v stranach s perechodovoj ekonomikoj;AE;1;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Sedmihradsk·, Lucie;Sedmihradsk·, Lucie;P(GA402/07/0823);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;M˘ûe index pr˘myslovÈ produkce vypovÌdat o v˝voji objemu hrubÈ p¯idanÈ hodnoty v pr˘myslu?;J;Jrec;4,00;4,32;1,00;4,00;4,32;RIV/61384399:31140/07:00025792!RIV08-MSM-31140___;vzUFkJ0Qc00g23pN5P!to2Q2PzM=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F07%3A00025792!RIV08-MSM-31140___;Statistika;AH;1;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", II. kategorie (ostatnÌ obory)";JÌlek, Jaroslav;JÌlek, Jaroslav;Z(MSM6138439910);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta managementu v Jind¯ichovÏ Hradci;orjk:31160;M˘ûe ˙Ëast na vÏdeckÈm projektu Ë·steËnÏ nahradit student˘m praxi?;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31160/07:00028618!RIV08-MSM-31160___;4oV1gQvjtz-uNqs3rxwSntWojNk=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31160%2F07%3A00028618!RIV08-MSM-31160___;Inovace v˝uky managementu a podnik·nÌ na vysok˝ch ökol·ch;AE;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Stejskalov·, Irena;Stejskalov·, Irena;P(2E06044);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;MyölenkovÈ mapy a jejich uûitÌ ke kreativizaci soci·lnÌ komunikace v procesu ¯ÌzenÌ a vedenÌ lidÌ-prvnÌ Ë·st;D;neu;0,00;0,00;0,50;0,00;0,00;RIV/61384399:31130/07:00028329!RIV08-MSM-31130___;i6PvKks6VYibxbso!JgoeqqK3gk=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F07%3A00028329!RIV08-MSM-31130___;SvÏt pr·ce a kvalita ûivota;AN;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Frankov·, Emilie;Frankov·, Emilie;N, S, Z(MSM6138439905);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Mystery shopping po »esku;J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31120/07:00027220!RIV08-MSM-31120___;g4NbQFcYm.nxPWIZD0GsPGX9kiw=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F07%3A00027220!RIV08-MSM-31120___;COT business;AK;1;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Valentov·, Jana;Valentov·, Jana;Z(MSM6138439909);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Mzdov· rozdÏlenÌ v »R dle pohlavÌ a vÏku;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/07:00025399!RIV08-MSM-31140___;P0AG9HndTii-XgnqwgKqgqrYFVY=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F07%3A00025399!RIV08-MSM-31140___;Firma a konkurenËnÌ prost¯edÌ 2007;BB;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Marek, Luboö;"Marek, Luboö; Vrabec, Michal";Z(MSM6138439910);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Mzdov· rozdÏlenÌ v krajin·ch »R;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/07:00025400!RIV08-MSM-31140___;0uzLV!gVtSpxkxkIVidhCiRLIQc=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F07%3A00025400!RIV08-MSM-31140___;Firma a konkurenËnÌ prost¯edÌ 2007;BB;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Vrabec, Michal;"Vrabec, Michal; Marek, Luboö";Z(MSM6138439910);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Mzdov˝ a daÚov˝ klÌn, n·klady pr·ce a soci·lnÌ v˝daje;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/07:00026035!RIV08-GA0-31110___;fEBUPB6q8nnRf.4g7AWsai!Na+M=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F07%3A00026035!RIV08-GA0-31110___;Theoretical and Practical Aspects of Public Finance;AH;1;»l·nek ve sbornÌku m· mÈnÏ neû 2 strany;Iz·k, Vratislav;Iz·k, Vratislav;P(GA402/06/0187);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta managementu v Jind¯ichovÏ Hradci;orjk:31160;Mzdy v »R, SR a v Rakousku;J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31160/07:00028608!RIV08-MSM-31160___;rZ20DIkcIZJoJsVnRbWKT3SBxRU=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31160%2F07%3A00028608!RIV08-MSM-31160___;Forum Statisticum Slovacum;BB;3;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Bartoöov·, Jitka;Bartoöov·, Jitka;P(2C06019);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Na co si d·t pozor: zkuöenosti z oceÚov·nÌ zubnÌch praxÌ v »R;J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/07:00027665!RIV08-GA0-31110___;edKjGj73UmfjQHfiNiXNJZraigY=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F07%3A00027665!RIV08-GA0-31110___;Dental Care;AH;1;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Krabec, Tom·ö;Krabec, Tom·ö;P(GA402/05/2163);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;NabÌdka a popt·vka po IT odbornÌcÌch v »R 2007;J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/07:00027570!RIV08-MSM-31140___;cZ3o9aebuw7zuz9ZHEELKprzdLg=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F07%3A00027570!RIV08-MSM-31140___;Forum Statisticum Slovacum;IN;3;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Pec·kov·, Iva;Pec·kov·, Iva;Z(MSM6138439910);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;N·kladovÈ a manaûerskÈ ˙ËetnictvÌ;B;BC;20,00;21,60;1,00;20,00;21,60;RIV/61384399:31110/07:00027413!RIV08-MSM-31110___;eb!LfkKMie7ZHyN!iLJb91ro.Wo=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F07%3A00027413!RIV08-MSM-31110___;N·kladovÈ a manaûerskÈ ˙ËetnictvÌ;AH;1;"kniha v oborech II. kategorie (obory mimo NRRE) napsan· v jinÈm neû ""svÏtovÈm jazyce""";FibÌrov·, Jana;"FibÌrov·, Jana; äoljakov·, Libuöe; Wagner, Jaroslav";Z(MSM6138439903);0;2007
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;N·rodnÌ pl·n zavedenÌ eura v »eskÈ republice: zatÌm bez termÌnu;C;BC;20,00;21,60;0,10;2,00;2,16;RIV/61384399:31120/07:00028164!RIV08-GA0-31120___;c6oBNEGyTuMfJYMfu16.85wnGBY=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F07%3A00028164!RIV08-GA0-31120___;Z·klady evropskÈ konkurenceschopnosti;AH;1;"kniha v oborech II. kategorie (obory mimo NRRE) napsan· v jinÈm neû ""svÏtovÈm jazyce""";KlvaËov·, Eva;KlvaËov·, Eva;P(GA402/06/0255);0;2007
